#indeks,segment,pozycja,pokrycie
3733,hRSV/A/England/397/2017,3733,973
3734,hRSV/A/England/397/2017,3734,998
3735,hRSV/A/England/397/2017,3735,1005
3736,hRSV/A/England/397/2017,3736,1006
3737,hRSV/A/England/397/2017,3737,999
3738,hRSV/A/England/397/2017,3738,992
3739,hRSV/A/England/397/2017,3739,982
3740,hRSV/A/England/397/2017,3740,979
3741,hRSV/A/England/397/2017,3741,970
3742,hRSV/A/England/397/2017,3742,985
3743,hRSV/A/England/397/2017,3743,958
3744,hRSV/A/England/397/2017,3744,960
3745,hRSV/A/England/397/2017,3745,949
3746,hRSV/A/England/397/2017,3746,933
3747,hRSV/A/England/397/2017,3747,942
3748,hRSV/A/England/397/2017,3748,942
3749,hRSV/A/England/397/2017,3749,955
3750,hRSV/A/England/397/2017,3750,950
3751,hRSV/A/England/397/2017,3751,916
3752,hRSV/A/England/397/2017,3752,951
3753,hRSV/A/England/397/2017,3753,934
3754,hRSV/A/England/397/2017,3754,937
3755,hRSV/A/England/397/2017,3755,935
3756,hRSV/A/England/397/2017,3756,916
3757,hRSV/A/England/397/2017,3757,916
3758,hRSV/A/England/397/2017,3758,902
3759,hRSV/A/England/397/2017,3759,910
3760,hRSV/A/England/397/2017,3760,914
3761,hRSV/A/England/397/2017,3761,851
3762,hRSV/A/England/397/2017,3762,860
3763,hRSV/A/England/397/2017,3763,799
3764,hRSV/A/England/397/2017,3764,796
3765,hRSV/A/England/397/2017,3765,791
3766,hRSV/A/England/397/2017,3766,588
3767,hRSV/A/England/397/2017,3767,594
3768,hRSV/A/England/397/2017,3768,594
3769,hRSV/A/England/397/2017,3769,594
3770,hRSV/A/England/397/2017,3770,598
3771,hRSV/A/England/397/2017,3771,600
3772,hRSV/A/England/397/2017,3772,607
3773,hRSV/A/England/397/2017,3773,607
3774,hRSV/A/England/397/2017,3774,607
3775,hRSV/A/England/397/2017,3775,617
3776,hRSV/A/England/397/2017,3776,617
3777,hRSV/A/England/397/2017,3777,626
3778,hRSV/A/England/397/2017,3778,626
3779,hRSV/A/England/397/2017,3779,627
3780,hRSV/A/England/397/2017,3780,627
3781,hRSV/A/England/397/2017,3781,627
3782,hRSV/A/England/397/2017,3782,628
3783,hRSV/A/England/397/2017,3783,630
3784,hRSV/A/England/397/2017,3784,632
3785,hRSV/A/England/397/2017,3785,633
3786,hRSV/A/England/397/2017,3786,649
3787,hRSV/A/England/397/2017,3787,650
3788,hRSV/A/England/397/2017,3788,692
3789,hRSV/A/England/397/2017,3789,697
3790,hRSV/A/England/397/2017,3790,699
3791,hRSV/A/England/397/2017,3791,707
3792,hRSV/A/England/397/2017,3792,708
3793,hRSV/A/England/397/2017,3793,708
3794,hRSV/A/England/397/2017,3794,710
3795,hRSV/A/England/397/2017,3795,711
3796,hRSV/A/England/397/2017,3796,711
3797,hRSV/A/England/397/2017,3797,718
3798,hRSV/A/England/397/2017,3798,719
3799,hRSV/A/England/397/2017,3799,720
3800,hRSV/A/England/397/2017,3800,722
3801,hRSV/A/England/397/2017,3801,722
3802,hRSV/A/England/397/2017,3802,722
3803,hRSV/A/England/397/2017,3803,724
3804,hRSV/A/England/397/2017,3804,731
3805,hRSV/A/England/397/2017,3805,734
3806,hRSV/A/England/397/2017,3806,735
3807,hRSV/A/England/397/2017,3807,735
3808,hRSV/A/England/397/2017,3808,736
3809,hRSV/A/England/397/2017,3809,736
3810,hRSV/A/England/397/2017,3810,747
3811,hRSV/A/England/397/2017,3811,747
3812,hRSV/A/England/397/2017,3812,746
3813,hRSV/A/England/397/2017,3813,752
3814,hRSV/A/England/397/2017,3814,753
3815,hRSV/A/England/397/2017,3815,769
3816,hRSV/A/England/397/2017,3816,769
3817,hRSV/A/England/397/2017,3817,769
3818,hRSV/A/England/397/2017,3818,769
3819,hRSV/A/England/397/2017,3819,755
3820,hRSV/A/England/397/2017,3820,765
3821,hRSV/A/England/397/2017,3821,773
3822,hRSV/A/England/397/2017,3822,772
3823,hRSV/A/England/397/2017,3823,772
3824,hRSV/A/England/397/2017,3824,760
3825,hRSV/A/England/397/2017,3825,770
3826,hRSV/A/England/397/2017,3826,781
3827,hRSV/A/England/397/2017,3827,773
3828,hRSV/A/England/397/2017,3828,774
3829,hRSV/A/England/397/2017,3829,756
3830,hRSV/A/England/397/2017,3830,760
3831,hRSV/A/England/397/2017,3831,764
3832,hRSV/A/England/397/2017,3832,768
3833,hRSV/A/England/397/2017,3833,773
3834,hRSV/A/England/397/2017,3834,763
3835,hRSV/A/England/397/2017,3835,751
3836,hRSV/A/England/397/2017,3836,756
3837,hRSV/A/England/397/2017,3837,756
3838,hRSV/A/England/397/2017,3838,754
3839,hRSV/A/England/397/2017,3839,759
3840,hRSV/A/England/397/2017,3840,751
3841,hRSV/A/England/397/2017,3841,753
3842,hRSV/A/England/397/2017,3842,756
3843,hRSV/A/England/397/2017,3843,757
3844,hRSV/A/England/397/2017,3844,760
3845,hRSV/A/England/397/2017,3845,758
3846,hRSV/A/England/397/2017,3846,758
3847,hRSV/A/England/397/2017,3847,759
3848,hRSV/A/England/397/2017,3848,755
3849,hRSV/A/England/397/2017,3849,764
3850,hRSV/A/England/397/2017,3850,749
3851,hRSV/A/England/397/2017,3851,758
3852,hRSV/A/England/397/2017,3852,759
3853,hRSV/A/England/397/2017,3853,753
3854,hRSV/A/England/397/2017,3854,748
3855,hRSV/A/England/397/2017,3855,744
3856,hRSV/A/England/397/2017,3856,737
3857,hRSV/A/England/397/2017,3857,732
3858,hRSV/A/England/397/2017,3858,711
3859,hRSV/A/England/397/2017,3859,711
3860,hRSV/A/England/397/2017,3860,674
3861,hRSV/A/England/397/2017,3861,667
3862,hRSV/A/England/397/2017,3862,629
3863,hRSV/A/England/397/2017,3863,630
3864,hRSV/A/England/397/2017,3864,641
3865,hRSV/A/England/397/2017,3865,644
3866,hRSV/A/England/397/2017,3866,631
3867,hRSV/A/England/397/2017,3867,602
3868,hRSV/A/England/397/2017,3868,591
3869,hRSV/A/England/397/2017,3869,594
3870,hRSV/A/England/397/2017,3870,596
3871,hRSV/A/England/397/2017,3871,590
3872,hRSV/A/England/397/2017,3872,585
3873,hRSV/A/England/397/2017,3873,575
3874,hRSV/A/England/397/2017,3874,575
3875,hRSV/A/England/397/2017,3875,573
3876,hRSV/A/England/397/2017,3876,571
3877,hRSV/A/England/397/2017,3877,572
3878,hRSV/A/England/397/2017,3878,571
3879,hRSV/A/England/397/2017,3879,564
3880,hRSV/A/England/397/2017,3880,564
3881,hRSV/A/England/397/2017,3881,565
3882,hRSV/A/England/397/2017,3882,553
3883,hRSV/A/England/397/2017,3883,547
3884,hRSV/A/England/397/2017,3884,549
3885,hRSV/A/England/397/2017,3885,530
3886,hRSV/A/England/397/2017,3886,527
3887,hRSV/A/England/397/2017,3887,531
3888,hRSV/A/England/397/2017,3888,534
3889,hRSV/A/England/397/2017,3889,534
3890,hRSV/A/England/397/2017,3890,525
3891,hRSV/A/England/397/2017,3891,521
3892,hRSV/A/England/397/2017,3892,514
3893,hRSV/A/England/397/2017,3893,517
3894,hRSV/A/England/397/2017,3894,502
3895,hRSV/A/England/397/2017,3895,497
3896,hRSV/A/England/397/2017,3896,502
3897,hRSV/A/England/397/2017,3897,472
3898,hRSV/A/England/397/2017,3898,472
3899,hRSV/A/England/397/2017,3899,482
3900,hRSV/A/England/397/2017,3900,470
3901,hRSV/A/England/397/2017,3901,457
3902,hRSV/A/England/397/2017,3902,454
3903,hRSV/A/England/397/2017,3903,455
3904,hRSV/A/England/397/2017,3904,452
3905,hRSV/A/England/397/2017,3905,456
3906,hRSV/A/England/397/2017,3906,468
3907,hRSV/A/England/397/2017,3907,464
3908,hRSV/A/England/397/2017,3908,454
3909,hRSV/A/England/397/2017,3909,435
3910,hRSV/A/England/397/2017,3910,440
3911,hRSV/A/England/397/2017,3911,460
3912,hRSV/A/England/397/2017,3912,465
3913,hRSV/A/England/397/2017,3913,463
3914,hRSV/A/England/397/2017,3914,464
3915,hRSV/A/England/397/2017,3915,462
3916,hRSV/A/England/397/2017,3916,469
3917,hRSV/A/England/397/2017,3917,473
3918,hRSV/A/England/397/2017,3918,474
3919,hRSV/A/England/397/2017,3919,473
3920,hRSV/A/England/397/2017,3920,470
3921,hRSV/A/England/397/2017,3921,472
3922,hRSV/A/England/397/2017,3922,478
3923,hRSV/A/England/397/2017,3923,481
3924,hRSV/A/England/397/2017,3924,485
3925,hRSV/A/England/397/2017,3925,497
3926,hRSV/A/England/397/2017,3926,592
3927,hRSV/A/England/397/2017,3927,599
3928,hRSV/A/England/397/2017,3928,641
3929,hRSV/A/England/397/2017,3929,652
3930,hRSV/A/England/397/2017,3930,726
3931,hRSV/A/England/397/2017,3931,728
3932,hRSV/A/England/397/2017,3932,725
3933,hRSV/A/England/397/2017,3933,731
3934,hRSV/A/England/397/2017,3934,712
3935,hRSV/A/England/397/2017,3935,710
3936,hRSV/A/England/397/2017,3936,705
3937,hRSV/A/England/397/2017,3937,702
3938,hRSV/A/England/397/2017,3938,709
3939,hRSV/A/England/397/2017,3939,698
3940,hRSV/A/England/397/2017,3940,718
3941,hRSV/A/England/397/2017,3941,730
3942,hRSV/A/England/397/2017,3942,729
3943,hRSV/A/England/397/2017,3943,732
3944,hRSV/A/England/397/2017,3944,758
3945,hRSV/A/England/397/2017,3945,754
3946,hRSV/A/England/397/2017,3946,768
3947,hRSV/A/England/397/2017,3947,773
3948,hRSV/A/England/397/2017,3948,781
3949,hRSV/A/England/397/2017,3949,784
3950,hRSV/A/England/397/2017,3950,788
3951,hRSV/A/England/397/2017,3951,794
3952,hRSV/A/England/397/2017,3952,797
3953,hRSV/A/England/397/2017,3953,792
3954,hRSV/A/England/397/2017,3954,825
3955,hRSV/A/England/397/2017,3955,816
3956,hRSV/A/England/397/2017,3956,814
3957,hRSV/A/England/397/2017,3957,813
3958,hRSV/A/England/397/2017,3958,811
3959,hRSV/A/England/397/2017,3959,865
3960,hRSV/A/England/397/2017,3960,862
3961,hRSV/A/England/397/2017,3961,916
3962,hRSV/A/England/397/2017,3962,920
3963,hRSV/A/England/397/2017,3963,908
3964,hRSV/A/England/397/2017,3964,910
3965,hRSV/A/England/397/2017,3965,910
3966,hRSV/A/England/397/2017,3966,905
3967,hRSV/A/England/397/2017,3967,901
3968,hRSV/A/England/397/2017,3968,895
3969,hRSV/A/England/397/2017,3969,899
3970,hRSV/A/England/397/2017,3970,888
3971,hRSV/A/England/397/2017,3971,888
3972,hRSV/A/England/397/2017,3972,888
3973,hRSV/A/England/397/2017,3973,884
3974,hRSV/A/England/397/2017,3974,888
3975,hRSV/A/England/397/2017,3975,888
3976,hRSV/A/England/397/2017,3976,894
3977,hRSV/A/England/397/2017,3977,894
3978,hRSV/A/England/397/2017,3978,893
3979,hRSV/A/England/397/2017,3979,893
3980,hRSV/A/England/397/2017,3980,899
3981,hRSV/A/England/397/2017,3981,902
3982,hRSV/A/England/397/2017,3982,916
3983,hRSV/A/England/397/2017,3983,915
3984,hRSV/A/England/397/2017,3984,917
3985,hRSV/A/England/397/2017,3985,917
3986,hRSV/A/England/397/2017,3986,917
3987,hRSV/A/England/397/2017,3987,918
3988,hRSV/A/England/397/2017,3988,924
3989,hRSV/A/England/397/2017,3989,922
3990,hRSV/A/England/397/2017,3990,925
3991,hRSV/A/England/397/2017,3991,922
3992,hRSV/A/England/397/2017,3992,918
3993,hRSV/A/England/397/2017,3993,916
3994,hRSV/A/England/397/2017,3994,912
3995,hRSV/A/England/397/2017,3995,911
3996,hRSV/A/England/397/2017,3996,911
3997,hRSV/A/England/397/2017,3997,910
3998,hRSV/A/England/397/2017,3998,906
3999,hRSV/A/England/397/2017,3999,896
4000,hRSV/A/England/397/2017,4000,896
4001,hRSV/A/England/397/2017,4001,896
4002,hRSV/A/England/397/2017,4002,896
4003,hRSV/A/England/397/2017,4003,896
4004,hRSV/A/England/397/2017,4004,895
4005,hRSV/A/England/397/2017,4005,893
4006,hRSV/A/England/397/2017,4006,888
4007,hRSV/A/England/397/2017,4007,888
4008,hRSV/A/England/397/2017,4008,885
4009,hRSV/A/England/397/2017,4009,885
4010,hRSV/A/England/397/2017,4010,876
4011,hRSV/A/England/397/2017,4011,873
4012,hRSV/A/England/397/2017,4012,865
4013,hRSV/A/England/397/2017,4013,855
4014,hRSV/A/England/397/2017,4014,846
4015,hRSV/A/England/397/2017,4015,846
4016,hRSV/A/England/397/2017,4016,829
4017,hRSV/A/England/397/2017,4017,827
4018,hRSV/A/England/397/2017,4018,819
4019,hRSV/A/England/397/2017,4019,819
4020,hRSV/A/England/397/2017,4020,819
4021,hRSV/A/England/397/2017,4021,810
4022,hRSV/A/England/397/2017,4022,810
4023,hRSV/A/England/397/2017,4023,810
4024,hRSV/A/England/397/2017,4024,809
4025,hRSV/A/England/397/2017,4025,809
4026,hRSV/A/England/397/2017,4026,796
4027,hRSV/A/England/397/2017,4027,796
4028,hRSV/A/England/397/2017,4028,796
4029,hRSV/A/England/397/2017,4029,795
4030,hRSV/A/England/397/2017,4030,795
4031,hRSV/A/England/397/2017,4031,784
4032,hRSV/A/England/397/2017,4032,782
4033,hRSV/A/England/397/2017,4033,782
4034,hRSV/A/England/397/2017,4034,780
4035,hRSV/A/England/397/2017,4035,773
4036,hRSV/A/England/397/2017,4036,773
4037,hRSV/A/England/397/2017,4037,773
4038,hRSV/A/England/397/2017,4038,771
4039,hRSV/A/England/397/2017,4039,1123
4040,hRSV/A/England/397/2017,4040,1123
4041,hRSV/A/England/397/2017,4041,1154
4042,hRSV/A/England/397/2017,4042,1164
4043,hRSV/A/England/397/2017,4043,1157
4044,hRSV/A/England/397/2017,4044,1213
4045,hRSV/A/England/397/2017,4045,1224
4046,hRSV/A/England/397/2017,4046,1236
4047,hRSV/A/England/397/2017,4047,1241
4048,hRSV/A/England/397/2017,4048,1238
4049,hRSV/A/England/397/2017,4049,1287
4050,hRSV/A/England/397/2017,4050,1283
4051,hRSV/A/England/397/2017,4051,1297
4052,hRSV/A/England/397/2017,4052,1295
4053,hRSV/A/England/397/2017,4053,1273
4054,hRSV/A/England/397/2017,4054,1296
4055,hRSV/A/England/397/2017,4055,1269
4056,hRSV/A/England/397/2017,4056,1306
4057,hRSV/A/England/397/2017,4057,1305
4058,hRSV/A/England/397/2017,4058,1289
4059,hRSV/A/England/397/2017,4059,1278
4060,hRSV/A/England/397/2017,4060,1271
4061,hRSV/A/England/397/2017,4061,1281
4062,hRSV/A/England/397/2017,4062,1280
4063,hRSV/A/England/397/2017,4063,1254
4064,hRSV/A/England/397/2017,4064,1245
4065,hRSV/A/England/397/2017,4065,1235
4066,hRSV/A/England/397/2017,4066,1227
4067,hRSV/A/England/397/2017,4067,1239
4068,hRSV/A/England/397/2017,4068,1213
4069,hRSV/A/England/397/2017,4069,1221
4070,hRSV/A/England/397/2017,4070,1210
4071,hRSV/A/England/397/2017,4071,1213
4072,hRSV/A/England/397/2017,4072,1193
4073,hRSV/A/England/397/2017,4073,1174
4074,hRSV/A/England/397/2017,4074,1126
4075,hRSV/A/England/397/2017,4075,1117
4076,hRSV/A/England/397/2017,4076,1083
4077,hRSV/A/England/397/2017,4077,1070
4078,hRSV/A/England/397/2017,4078,1006
4079,hRSV/A/England/397/2017,4079,1012
4080,hRSV/A/England/397/2017,4080,1000
4081,hRSV/A/England/397/2017,4081,735
4082,hRSV/A/England/397/2017,4082,749
4083,hRSV/A/England/397/2017,4083,756
4084,hRSV/A/England/397/2017,4084,763
4085,hRSV/A/England/397/2017,4085,767
4086,hRSV/A/England/397/2017,4086,773
4087,hRSV/A/England/397/2017,4087,776
4088,hRSV/A/England/397/2017,4088,776
4089,hRSV/A/England/397/2017,4089,778
4090,hRSV/A/England/397/2017,4090,783
4091,hRSV/A/England/397/2017,4091,794
4092,hRSV/A/England/397/2017,4092,796
4093,hRSV/A/England/397/2017,4093,805
4094,hRSV/A/England/397/2017,4094,805
4095,hRSV/A/England/397/2017,4095,811
4096,hRSV/A/England/397/2017,4096,817
4097,hRSV/A/England/397/2017,4097,822
4098,hRSV/A/England/397/2017,4098,825
4099,hRSV/A/England/397/2017,4099,825
4100,hRSV/A/England/397/2017,4100,831
4101,hRSV/A/England/397/2017,4101,832
4102,hRSV/A/England/397/2017,4102,832
4103,hRSV/A/England/397/2017,4103,837
4104,hRSV/A/England/397/2017,4104,850
4105,hRSV/A/England/397/2017,4105,850
4106,hRSV/A/England/397/2017,4106,859
4107,hRSV/A/England/397/2017,4107,861
4108,hRSV/A/England/397/2017,4108,871
4109,hRSV/A/England/397/2017,4109,872
4110,hRSV/A/England/397/2017,4110,872
4111,hRSV/A/England/397/2017,4111,872
4112,hRSV/A/England/397/2017,4112,872
4113,hRSV/A/England/397/2017,4113,873
4114,hRSV/A/England/397/2017,4114,890
4115,hRSV/A/England/397/2017,4115,894
4116,hRSV/A/England/397/2017,4116,894
4117,hRSV/A/England/397/2017,4117,897
4118,hRSV/A/England/397/2017,4118,897
4119,hRSV/A/England/397/2017,4119,900
4120,hRSV/A/England/397/2017,4120,902
4121,hRSV/A/England/397/2017,4121,900
4122,hRSV/A/England/397/2017,4122,901
4123,hRSV/A/England/397/2017,4123,875
4124,hRSV/A/England/397/2017,4124,877
4125,hRSV/A/England/397/2017,4125,892
4126,hRSV/A/England/397/2017,4126,893
4127,hRSV/A/England/397/2017,4127,903
4128,hRSV/A/England/397/2017,4128,903
4129,hRSV/A/England/397/2017,4129,908
4130,hRSV/A/England/397/2017,4130,908
4131,hRSV/A/England/397/2017,4131,908
4132,hRSV/A/England/397/2017,4132,911
4133,hRSV/A/England/397/2017,4133,910
4134,hRSV/A/England/397/2017,4134,904
4135,hRSV/A/England/397/2017,4135,911
4136,hRSV/A/England/397/2017,4136,912
4137,hRSV/A/England/397/2017,4137,913
4138,hRSV/A/England/397/2017,4138,921
4139,hRSV/A/England/397/2017,4139,928
4140,hRSV/A/England/397/2017,4140,937
4141,hRSV/A/England/397/2017,4141,941
4142,hRSV/A/England/397/2017,4142,941
4143,hRSV/A/England/397/2017,4143,941
4144,hRSV/A/England/397/2017,4144,935
4145,hRSV/A/England/397/2017,4145,938
4146,hRSV/A/England/397/2017,4146,978
4147,hRSV/A/England/397/2017,4147,978
4148,hRSV/A/England/397/2017,4148,978
4149,hRSV/A/England/397/2017,4149,964
4150,hRSV/A/England/397/2017,4150,952
4151,hRSV/A/England/397/2017,4151,957
4152,hRSV/A/England/397/2017,4152,957
4153,hRSV/A/England/397/2017,4153,960
4154,hRSV/A/England/397/2017,4154,960
4155,hRSV/A/England/397/2017,4155,938
4156,hRSV/A/England/397/2017,4156,950
4157,hRSV/A/England/397/2017,4157,948
4158,hRSV/A/England/397/2017,4158,946
4159,hRSV/A/England/397/2017,4159,946
4160,hRSV/A/England/397/2017,4160,944
4161,hRSV/A/England/397/2017,4161,944
4162,hRSV/A/England/397/2017,4162,931
4163,hRSV/A/England/397/2017,4163,930
4164,hRSV/A/England/397/2017,4164,921
4165,hRSV/A/England/397/2017,4165,841
4166,hRSV/A/England/397/2017,4166,836
4167,hRSV/A/England/397/2017,4167,832
4168,hRSV/A/England/397/2017,4168,832
4169,hRSV/A/England/397/2017,4169,834
4170,hRSV/A/England/397/2017,4170,799
4171,hRSV/A/England/397/2017,4171,802
4172,hRSV/A/England/397/2017,4172,799
4173,hRSV/A/England/397/2017,4173,797
4174,hRSV/A/England/397/2017,4174,741
4175,hRSV/A/England/397/2017,4175,732
4176,hRSV/A/England/397/2017,4176,764
4177,hRSV/A/England/397/2017,4177,769
4178,hRSV/A/England/397/2017,4178,768
4179,hRSV/A/England/397/2017,4179,769
4180,hRSV/A/England/397/2017,4180,765
4181,hRSV/A/England/397/2017,4181,766
4182,hRSV/A/England/397/2017,4182,751
4183,hRSV/A/England/397/2017,4183,782
4184,hRSV/A/England/397/2017,4184,780
4185,hRSV/A/England/397/2017,4185,810
4186,hRSV/A/England/397/2017,4186,814
4187,hRSV/A/England/397/2017,4187,819
4188,hRSV/A/England/397/2017,4188,824
4189,hRSV/A/England/397/2017,4189,808
4190,hRSV/A/England/397/2017,4190,805
4191,hRSV/A/England/397/2017,4191,803
4192,hRSV/A/England/397/2017,4192,769
4193,hRSV/A/England/397/2017,4193,750
4194,hRSV/A/England/397/2017,4194,743
4195,hRSV/A/England/397/2017,4195,740
4196,hRSV/A/England/397/2017,4196,738
4197,hRSV/A/England/397/2017,4197,697
4198,hRSV/A/England/397/2017,4198,698
4199,hRSV/A/England/397/2017,4199,684
4200,hRSV/A/England/397/2017,4200,688
4201,hRSV/A/England/397/2017,4201,693
4202,hRSV/A/England/397/2017,4202,680
4203,hRSV/A/England/397/2017,4203,688
4204,hRSV/A/England/397/2017,4204,665
4205,hRSV/A/England/397/2017,4205,668
4206,hRSV/A/England/397/2017,4206,665
4207,hRSV/A/England/397/2017,4207,662
4208,hRSV/A/England/397/2017,4208,659
4209,hRSV/A/England/397/2017,4209,663
4210,hRSV/A/England/397/2017,4210,668
4211,hRSV/A/England/397/2017,4211,663
4212,hRSV/A/England/397/2017,4212,664
4213,hRSV/A/England/397/2017,4213,664
4214,hRSV/A/England/397/2017,4214,662
4215,hRSV/A/England/397/2017,4215,663
4216,hRSV/A/England/397/2017,4216,656
4217,hRSV/A/England/397/2017,4217,650
4218,hRSV/A/England/397/2017,4218,651
4219,hRSV/A/England/397/2017,4219,647
4220,hRSV/A/England/397/2017,4220,665
4221,hRSV/A/England/397/2017,4221,666
4222,hRSV/A/England/397/2017,4222,664
4223,hRSV/A/England/397/2017,4223,668
4224,hRSV/A/England/397/2017,4224,658
4225,hRSV/A/England/397/2017,4225,657
4226,hRSV/A/England/397/2017,4226,661
4227,hRSV/A/England/397/2017,4227,665
4228,hRSV/A/England/397/2017,4228,671
4229,hRSV/A/England/397/2017,4229,666
4230,hRSV/A/England/397/2017,4230,681
4231,hRSV/A/England/397/2017,4231,678
4232,hRSV/A/England/397/2017,4232,675
4233,hRSV/A/England/397/2017,4233,674
4234,hRSV/A/England/397/2017,4234,668
4235,hRSV/A/England/397/2017,4235,665
4236,hRSV/A/England/397/2017,4236,666
4237,hRSV/A/England/397/2017,4237,667
4238,hRSV/A/England/397/2017,4238,656
4239,hRSV/A/England/397/2017,4239,647
4240,hRSV/A/England/397/2017,4240,649
4241,hRSV/A/England/397/2017,4241,670
4242,hRSV/A/England/397/2017,4242,671
4243,hRSV/A/England/397/2017,4243,663
4244,hRSV/A/England/397/2017,4244,685
4245,hRSV/A/England/397/2017,4245,687
4246,hRSV/A/England/397/2017,4246,691
4247,hRSV/A/England/397/2017,4247,697
4248,hRSV/A/England/397/2017,4248,686
4249,hRSV/A/England/397/2017,4249,690
4250,hRSV/A/England/397/2017,4250,695
4251,hRSV/A/England/397/2017,4251,718
4252,hRSV/A/England/397/2017,4252,710
4253,hRSV/A/England/397/2017,4253,710
4254,hRSV/A/England/397/2017,4254,709
4255,hRSV/A/England/397/2017,4255,707
4256,hRSV/A/England/397/2017,4256,705
4257,hRSV/A/England/397/2017,4257,705
4258,hRSV/A/England/397/2017,4258,711
4259,hRSV/A/England/397/2017,4259,724
4260,hRSV/A/England/397/2017,4260,709
4261,hRSV/A/England/397/2017,4261,712
4262,hRSV/A/England/397/2017,4262,707
4263,hRSV/A/England/397/2017,4263,740
4264,hRSV/A/England/397/2017,4264,741
4265,hRSV/A/England/397/2017,4265,736
4266,hRSV/A/England/397/2017,4266,751
4267,hRSV/A/England/397/2017,4267,750
4268,hRSV/A/England/397/2017,4268,757
4269,hRSV/A/England/397/2017,4269,757
4270,hRSV/A/England/397/2017,4270,756
4271,hRSV/A/England/397/2017,4271,760
4272,hRSV/A/England/397/2017,4272,756
4273,hRSV/A/England/397/2017,4273,753
4274,hRSV/A/England/397/2017,4274,752
4275,hRSV/A/England/397/2017,4275,736
4276,hRSV/A/England/397/2017,4276,740
4277,hRSV/A/England/397/2017,4277,752
4278,hRSV/A/England/397/2017,4278,757
4279,hRSV/A/England/397/2017,4279,757
4280,hRSV/A/England/397/2017,4280,755
4281,hRSV/A/England/397/2017,4281,754
4282,hRSV/A/England/397/2017,4282,762
4283,hRSV/A/England/397/2017,4283,755
